NLOC,CCN,Token Count,Parameter Count,Length,Function Name,File Path,Function Signature,Start Line,End Line
4,1,11,0,4,"Ram_ErrAddrGet@61-64@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","Ram_ErrAddrGet","Ram_ErrAddrGet()",61,64
11,2,25,0,11,"Ram_GetIntFlag@73-83@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","Ram_GetIntFlag","Ram_GetIntFlag()",73,83
4,1,12,0,4,"Ram_ClearIntFlag@92-95@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","Ram_ClearIntFlag","Ram_ClearIntFlag()",92,95
4,1,12,0,4,"Ram_EnableIrq@103-106@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","Ram_EnableIrq","Ram_EnableIrq()",103,106
4,1,12,0,4,"Ram_DisableIrq@114-117@./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/ram.c","Ram_DisableIrq","Ram_DisableIrq()",114,117
11,2,26,1,11,"Reset_GetFlag@65-75@./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","Reset_GetFlag","Reset_GetFlag( en_reset_flag_t enRstFlg)",65,75
4,1,16,1,4,"Reset_ClearFlag@85-88@./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","Reset_ClearFlag","Reset_ClearFlag( en_reset_flag_t enRstFlg)",85,88
4,1,12,0,4,"Reset_ClearFlagAll@98-101@./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","Reset_ClearFlagAll","Reset_ClearFlagAll()",98,101
7,1,30,0,7,"Reset_RstPeripheralAll@110-116@./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","Reset_RstPeripheralAll","Reset_RstPeripheralAll()",110,116
5,1,25,1,5,"Reset_RstPeripheral0@126-130@./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","Reset_RstPeripheral0","Reset_RstPeripheral0( en_reset_peripheral0_t enPeri)",126,130
5,1,25,1,5,"Reset_RstPeripheral1@140-144@./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/reset.c","Reset_RstPeripheral1","Reset_RstPeripheral1( en_reset_peripheral1_t enPeri)",140,144
4,1,26,1,4,"Rtc_Cmd@60-63@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_Cmd","Rtc_Cmd( boolean_t NewState)",60,63
13,3,48,0,16,"Rtc_StartWait@74-89@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_StartWait","Rtc_StartWait()",74,89
5,1,48,2,5,"Rtc_Hz1Cmd@99-103@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_Hz1Cmd","Rtc_Hz1Cmd( en_rtc_hz1sel_t pricision , boolean_t NewState)",99,103
24,4,92,1,28,"Rtc_SetCyc@113-140@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_SetCyc","Rtc_SetCyc( stc_rtc_cyccfg_t * pstCyc)",113,140
6,1,64,1,6,"Rtc_AlmIeCmd@150-155@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_AlmIeCmd","Rtc_AlmIeCmd( boolean_t NewState)",150,155
4,1,26,1,4,"Rtc_AlmEnCmd@165-168@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_AlmEnCmd","Rtc_AlmEnCmd( boolean_t NewState)",165,168
4,1,24,0,4,"Rtc_GetAlmfItStatus@178-181@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_GetAlmfItStatus","Rtc_GetAlmfItStatus()",178,181
4,1,25,0,4,"Rtc_ClearAlmfItStatus@191-194@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_ClearAlmfItStatus","Rtc_ClearAlmfItStatus()",191,194
4,1,25,0,4,"Rtc_ClearPrdfItStatus@204-207@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_ClearPrdfItStatus","Rtc_ClearPrdfItStatus()",204,207
4,1,24,0,4,"Rtc_GetPridItStatus@217-220@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_GetPridItStatus","Rtc_GetPridItStatus()",217,220
13,2,43,2,14,"Rtc_CompCfg@231-244@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_CompCfg","Rtc_CompCfg( uint16_t CompVlue , en_rtc_compen_t NewStatus)",231,244
9,5,55,3,11,"Check_BCD_Format@257-267@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Check_BCD_Format","Check_BCD_Format( uint8_t u8data , uint8_t u8limit_min , uint8_t u8limit_max)",257,267
13,4,61,1,14,"Rtc_CheckLeapYear@278-291@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_CheckLeapYear","Rtc_CheckLeapYear( uint8_t u8year)",278,291
10,2,33,1,12,"Get_Month2_Day@302-313@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Get_Month2_Day","Get_Month2_Day( uint8_t u8year)",302,313
44,8,198,1,50,"Rtc_ReadDateTime@324-373@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_ReadDateTime","Rtc_ReadDateTime( stc_rtc_time_t * pstcTimeDate)",324,373
38,7,175,1,42,"Rtc_SetTime@384-425@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_SetTime","Rtc_SetTime( stc_rtc_time_t * time)",384,425
7,1,40,1,7,"Rtc_GetAlarmTime@436-442@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_GetAlarmTime","Rtc_GetAlarmTime( stc_rtc_alarmtime_t * pstcAlarmTime)",436,442
35,5,175,1,36,"Rtc_SetAlarmTime@453-488@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_SetAlarmTime","Rtc_SetAlarmTime( stc_rtc_alarmtime_t * pstcAlarmTime)",453,488
9,1,60,1,9,"Rtc_Init@498-506@./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/rtc.c","Rtc_Init","Rtc_Init( stc_rtc_initstruct_t * Rtc_InitStruct)",498,506
12,2,38,2,14,"Spi_GetStatus@60-73@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_GetStatus","Spi_GetStatus( M0P_SPI_TypeDef * SPIx , en_spi_status_t enStatus)",60,73
5,1,17,1,6,"Spi_ClearStatus@83-88@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_ClearStatus","Spi_ClearStatus( M0P_SPI_TypeDef * SPIx)",83,88
5,1,17,1,6,"Spi_IrqEnable@99-104@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_IrqEnable","Spi_IrqEnable( M0P_SPI_TypeDef * SPIx)",99,104
5,1,17,1,6,"Spi_IrqDisable@115-120@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_IrqDisable","Spi_IrqDisable( M0P_SPI_TypeDef * SPIx)",115,120
5,1,20,2,6,"Spi_FuncEnable@131-136@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_FuncEnable","Spi_FuncEnable( M0P_SPI_TypeDef * SPIx , en_spi_func_t enFunc)",131,136
5,1,23,2,6,"Spi_FuncDisable@147-152@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_FuncDisable","Spi_FuncDisable( M0P_SPI_TypeDef * SPIx , en_spi_func_t enFunc)",147,152
13,1,77,2,18,"Spi_Init@164-181@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_Init","Spi_Init( M0P_SPI_TypeDef * SPIx , stc_spi_cfg_t * pstcSpiCfg)",164,181
4,1,17,2,4,"Spi_SetCS@192-195@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_SetCS","Spi_SetCS( M0P_SPI_TypeDef * SPIx , boolean_t bFlag)",192,195
5,1,20,2,6,"Spi_SendData@205-210@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_SendData","Spi_SendData( M0P_SPI_TypeDef * SPIx , uint8_t u8Data)",205,210
7,3,48,2,7,"Spi_RWByte@222-228@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_RWByte","Spi_RWByte( M0P_SPI_TypeDef * SPIx , uint8_t u8Data)",222,228
5,2,30,2,5,"Spi_Slave_DummyWriteData@240-244@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_Slave_DummyWriteData","Spi_Slave_DummyWriteData( M0P_SPI_TypeDef * SPIx , uint8_t u8Data)",240,244
14,6,108,3,17,"Spi_SendBuf@256-272@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_SendBuf","Spi_SendBuf( M0P_SPI_TypeDef * SPIx , uint8_t * pu8Buf , uint32_t u32Len)",256,272
4,1,13,1,4,"Spi_ReceiveData@283-286@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_ReceiveData","Spi_ReceiveData( M0P_SPI_TypeDef * SPIx)",283,286
13,5,92,3,16,"Spi_ReceiveBuf@298-313@./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/spi.c","Spi_ReceiveBuf","Spi_ReceiveBuf( M0P_SPI_TypeDef * SPIx , uint8_t * pu8Buf , uint32_t u32Len)",298,313
5,1,18,0,5,"_SysctrlUnlock@89-93@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","_SysctrlUnlock","_SysctrlUnlock()",89,93
59,16,261,2,68,"Sysctrl_ClkSourceEnable@103-170@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_ClkSourceEnable","Sysctrl_ClkSourceEnable( en_sysctrl_clk_source_t enSource , boolean_t bFlag)",103,170
6,1,23,1,8,"Sysctrl_XTHDriverCfg@180-187@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_XTHDriverCfg","Sysctrl_XTHDriverCfg( en_sysctrl_xtal_driver_t enDriver)",180,187
7,1,34,2,9,"Sysctrl_XTLDriverCfg@197-205@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_XTLDriverCfg","Sysctrl_XTLDriverCfg( en_sysctrl_xtl_amp_t enAmp , en_sysctrl_xtal_driver_t enDriver)",197,205
6,1,23,1,6,"Sysctrl_SetXTHStableTime@214-219@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetXTHStableTime","Sysctrl_SetXTHStableTime( en_sysctrl_xth_cycle_t enCycle)",214,219
6,1,23,1,6,"Sysctrl_SetRCLStableTime@228-233@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetRCLStableTime","Sysctrl_SetRCLStableTime( en_sysctrl_rcl_cycle_t enCycle)",228,233
6,1,23,1,6,"Sysctrl_SetXTLStableTime@242-247@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetXTLStableTime","Sysctrl_SetXTLStableTime( en_sysctrl_xtl_cycle_t enCycle)",242,247
6,1,23,1,6,"Sysctrl_SetPLLStableTime@256-261@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetPLLStableTime","Sysctrl_SetPLLStableTime( en_sysctrl_pll_cycle_t enCycle)",256,261
9,1,36,1,14,"Sysctrl_SysClkSwitch@272-285@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SysClkSwitch","Sysctrl_SysClkSwitch( en_sysctrl_clk_source_t enSource)",272,285
96,16,454,0,103,"Sysctrl_GetHClkFreq@293-395@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_GetHClkFreq","Sysctrl_GetHClkFreq()",293,395
7,1,35,0,9,"Sysctrl_GetPClkFreq@403-411@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_GetPClkFreq","Sysctrl_GetPClkFreq()",403,411
31,6,119,1,41,"Sysctrl_ClkInit@421-461@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_ClkInit","Sysctrl_ClkInit( stc_sysctrl_clk_cfg_t * pstcCfg)",421,461
14,1,69,0,25,"Sysctrl_ClkDeInit@470-494@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_ClkDeInit","Sysctrl_ClkDeInit()",470,494
5,1,23,1,7,"Sysctrl_SetRCHTrim@503-509@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetRCHTrim","Sysctrl_SetRCHTrim( en_sysctrl_rch_freq_t enRCHFreq)",503,509
6,1,23,1,8,"Sysctrl_SetXTHFreq@518-525@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetXTHFreq","Sysctrl_SetXTHFreq( en_sysctrl_xth_freq_t enXTHFreq)",518,525
31,11,227,1,37,"Sysctrl_SetPLLFreq@534-570@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetPLLFreq","Sysctrl_SetPLLFreq( stc_sysctrl_pll_cfg_t * pstcPLLCfg)",534,570
5,1,23,1,6,"Sysctrl_SetRCLTrim@579-584@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetRCLTrim","Sysctrl_SetRCLTrim( en_sysctrl_rcl_freq_t enRCLFreq)",579,584
6,1,22,1,7,"Sysctrl_SetHCLKDiv@593-599@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetHCLKDiv","Sysctrl_SetHCLKDiv( en_sysctrl_hclk_div_t enHCLKDiv)",593,599
6,1,22,1,7,"Sysctrl_SetPCLKDiv@608-614@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetPCLKDiv","Sysctrl_SetPCLKDiv( en_sysctrl_pclk_div_t enPCLKDiv)",608,614
21,3,108,2,23,"Sysctrl_SetPeripheralGate@627-649@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetPeripheralGate","Sysctrl_SetPeripheralGate( en_sysctrl_peripheral_gate_t enPeripheral , boolean_t bFlag)",627,649
19,3,72,1,21,"Sysctrl_GetPeripheralGate@658-678@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_GetPeripheralGate","Sysctrl_GetPeripheralGate( en_sysctrl_peripheral_gate_t enPeripheral)",658,678
6,1,36,2,7,"Sysctrl_SetFunc@688-694@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetFunc","Sysctrl_SetFunc( en_sysctrl_func_t enFunc , boolean_t bFlag)",688,694
6,1,22,1,7,"Sysctrl_SetRTCAdjustClkFreq@703-709@./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/sysctrl.c","Sysctrl_SetRTCAdjustClkFreq","Sysctrl_SetRTCAdjustClkFreq( en_sysctrl_rtc_adjust_t enRtcAdj)",703,709
8,1,35,1,10,"Tim3_GetIntFlag@75-84@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_GetIntFlag","Tim3_GetIntFlag( en_tim3_irq_type_t enTim3Irq)",75,84
6,1,26,1,8,"Tim3_ClearIntFlag@95-102@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_ClearIntFlag","Tim3_ClearIntFlag( en_tim3_irq_type_t enTim3Irq)",95,102
6,1,20,0,8,"Tim3_ClearAllIntFlag@113-120@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_ClearAllIntFlag","Tim3_ClearAllIntFlag()",113,120
6,1,22,0,8,"Tim3_Mode0_EnableIrq@131-138@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode0_EnableIrq","Tim3_Mode0_EnableIrq()",131,138
6,1,22,0,8,"Tim3_Mode0_DisableIrq@149-156@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode0_DisableIrq","Tim3_Mode0_DisableIrq()",149,156
17,3,55,1,20,"Tim3_Mode1_EnableIrq@167-186@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode1_EnableIrq","Tim3_Mode1_EnableIrq( en_tim3_irq_type_t enTim3Irq)",167,186
17,3,55,1,20,"Tim3_Mode1_DisableIrq@197-216@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode1_DisableIrq","Tim3_Mode1_DisableIrq( en_tim3_irq_type_t enTim3Irq)",197,216
38,10,146,1,41,"Tim3_Mode23_EnableIrq@227-267@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode23_EnableIrq","Tim3_Mode23_EnableIrq( en_tim3_irq_type_t enTim3Irq)",227,267
38,10,146,1,41,"Tim3_Mode23_DisableIrq@278-318@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode23_DisableIrq","Tim3_Mode23_DisableIrq( en_tim3_irq_type_t enTim3Irq)",278,318
12,1,86,1,14,"Tim3_Mode0_Init@329-342@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode0_Init","Tim3_Mode0_Init( stc_tim3_mode0_cfg_t * pstcCfg)",329,342
6,1,22,0,8,"Tim3_M0_Run@353-360@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Run","Tim3_M0_Run()",353,360
6,1,22,0,8,"Tim3_M0_Stop@371-378@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Stop","Tim3_M0_Stop()",371,378
6,1,23,1,9,"Tim3_M0_Enable_Output@389-397@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Enable_Output","Tim3_M0_Enable_Output( boolean_t bEnOutput)",389,397
6,1,23,1,8,"Tim3_M0_EnTOG@408-415@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_EnTOG","Tim3_M0_EnTOG( boolean_t bEnTOG)",408,415
6,1,23,1,8,"Tim3_M0_Cnt16Set@426-433@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Cnt16Set","Tim3_M0_Cnt16Set( uint16_t u16Data)",426,433
6,1,22,0,8,"Tim3_M0_Cnt16Get@444-451@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Cnt16Get","Tim3_M0_Cnt16Get()",444,451
6,1,23,1,8,"Tim3_M0_ARRSet@462-469@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_ARRSet","Tim3_M0_ARRSet( uint16_t u16Data)",462,469
6,1,23,1,8,"Tim3_M0_Cnt32Set@480-487@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Cnt32Set","Tim3_M0_Cnt32Set( uint32_t u32Data)",480,487
6,1,22,0,8,"Tim3_M0_Cnt32Get@498-505@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M0_Cnt32Get","Tim3_M0_Cnt32Get()",498,505
9,1,56,1,11,"Tim3_Mode1_Init@516-526@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode1_Init","Tim3_Mode1_Init( stc_tim3_mode1_cfg_t * pstcCfg)",516,526
12,1,86,1,14,"Tim3_M1_Input_Cfg@537-550@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_Input_Cfg","Tim3_M1_Input_Cfg( stc_tim3_pwc_input_cfg_t * pstcCfg)",537,550
27,5,110,1,29,"Tim3_M1_PWC_Edge_Sel@561-589@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_PWC_Edge_Sel","Tim3_M1_PWC_Edge_Sel( en_tim3_m1cr_Edge_t enEdgeSel)",561,589
6,1,22,0,8,"Tim3_M1_Run@600-607@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_Run","Tim3_M1_Run()",600,607
6,1,22,0,8,"Tim3_M1_Stop@618-625@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_Stop","Tim3_M1_Stop()",618,625
6,1,23,1,8,"Tim3_M1_Cnt16Set@636-643@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_Cnt16Set","Tim3_M1_Cnt16Set( uint16_t u16Data)",636,643
6,1,22,0,8,"Tim3_M1_Cnt16Get@654-661@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_Cnt16Get","Tim3_M1_Cnt16Get()",654,661
6,1,22,0,8,"Tim3_M1_PWC_CapValueGet@672-679@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M1_PWC_CapValueGet","Tim3_M1_PWC_CapValueGet()",672,679
13,1,96,1,16,"Tim3_Mode23_Init@690-705@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_Mode23_Init","Tim3_Mode23_Init( stc_tim3_mode23_cfg_t * pstcCfg)",690,705
